CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1971172	1292463	CHEMBL1971172	1292463		SID103904219	407.92	2.66	108.15	0	CC(C)(CNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23)CNS(=O)(=O)C	9617053	Ki	=	501.19	nM	6.3	pKi	=	6.3		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2006237	1327528	CHEMBL2006237	1327528		SID103904687	393.49	2.06	103.16	0	CN1CCN(CCCNc2cccc(n2)c3nc4c(cccc4[nH]3)C(=O)N)CC1	9628519	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1987998	1309289	CHEMBL1987998	1309289		SID103904930	331.79	.56	49.77	0	OC(=O)C1CN(Cc2ccc(OCc3ccccc3)cc2Cl)C1	9620775	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2004872	1326163	CHEMBL2004872	1326163		SID103905121	333.38	3.15	64.11	0	COc1cccc(c1)C(C)NC(=O)c2ccc(cc2)c3ccncn3	9620836	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1682553	1072614	CHEMBL1682553	1072614		SID103904510	292.34	2.85	70.89	0	CC(C)Nc1c(nc2ncccn12)c3ccc4[nH]ncc4c3	9620938	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1981792	1303083	CHEMBL1981792	1303083		SID103904880	368.26	3.88	66.91	0	Fc1cc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2cc1F	9620943	Ki	=	3981.07	nM	5.4	pKi	=	5.4		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1976455	1297746	CHEMBL1976455	1297746		SID103904884	333.27	1.89	79.8	0	FC(F)(F)c1ccc2nccc(NC(=O)Nc3cnccn3)c2c1	9628483	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1972355	1293646	CHEMBL1972355	1293646		SID103905604	322.31	3.08	84.44	0	COc1c2C(=O)C=C(C)Oc2cc(O)c1c3nc4ccccc4[nH]3	9624676	Ki	=	3981.07	nM	5.4	pKi	=	5.4		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2000029	1321320	CHEMBL2000029	1321320		SID103904485	380.45	5.28	85.41	1	Cc1ccccc1c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4	9624617	Ki	=	125.89	nM	6.9	pKi	=	6.9		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2007574	1328865	CHEMBL2007574	1328865		SID103904208	245.67	1.99	80.48	0	Nc1nc(Cl)cc(n1)c2c[nH]c3ncccc23	9620961	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2002407	1323698	CHEMBL2002407	1323698		SID103905206	281.27	1.53	131.73	0	COc1cc(C=C(C#N)c2n[nH]c(N)c2C#N)ccc1O	9628472	Ki	=	1584.89	nM	5.8	pKi	=	5.8		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2006674	1327965	CHEMBL2006674	1327965		SID103905679	396.49	2.15	91.15	0	CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCCC4CCO	9628507	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2000801	1322092	CHEMBL2000801	1322092		SID103904379	431.41	5.4	82.26	1	Fc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4sncc34)cc1C(F)(F)F	9628491	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL404367	438203	CHEMBL404367	438203		SID103904339	372.42	3.02	97.86	0	Cc1cccc(NC(=O)Nc2ccc(cc2)c3cncc4c3c(N)nn4C)c1	9624551	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1971029	1292320	CHEMBL1971029	1292320		SID103904602	590.49	3.23	137.16	1	CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(ccc3OC)N4CCN(CC4)C(=O)C)ncc2Br	9628374	Ki	=	12.59	nM	7.9	pKi	=	7.9		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1981079	1302370	CHEMBL1981079	1302370		SID103904988	331.73	2.84	110.68	0	NC(=O)c1cc([nH]c1c2ccc(Cl)cc2F)c3ccnc(N)n3	9620785	Ki	>	3162.28	nM		pKi	<	5.5		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1190711	664661	CHEMBL1190711	664661		SID103905231	390.4	2.32	116.66	0	COc1ccc(cc1OC)c2cc3nccn3c(Nc4ncccc4C(=O)N)n2	9624545	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1084546	630975	CHEMBL1084546	630975	PF-562271	SID103905684	507.49	2.49	137.58	1	CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C	9624560	Ki	=	1000	nM	6	pKi	=	6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1983070	1304361	CHEMBL1983070	1304361		SID103905399	345.39	5.1	71.03	1	CCOc1ccccc1c2cccc(c2)c3n[nH]c4nc(O)cc(C)c34	9624731	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1870106	1210677	CHEMBL1870106	1210677		SID103905669	342.36	-.81	141.97	0	CCn1c(nc2cncc(C(=O)N3CCC(N)C3)c12)c4nonc4N	9624534	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1966703	1287994	CHEMBL1966703	1287994		SID103905100	325.38	3.15	57.78	0	Cc1n[nH]c2NC3=C(C(c4ccccc4F)c12)C(=O)CC(C)(C)C3	9620745	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL491758	460704	CHEMBL491758	460704		SID103904610	280.3	4.42	49.84	0	Fc1cnc(Nc2ccccc2)nc1Nc3ccccc3	9624530	Ki	=	316.23	nM	6.5	pKi	=	6.5		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1975138	1296429	CHEMBL1975138	1296429		SID103904449	395.45	4.41	105.48	0	OC(C(=O)NNC(=S)Nc1ccc(F)cc1)(c2ccccc2)c3ccccc3	9620899	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL560813	559427	CHEMBL560813	559427		SID103904886	333.3	1.61	128	0	OC(=O)c1ccc2cc(NC(=O)Nc3cnc(cn3)C#N)ccc2c1	9617154	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2006439	1327730	CHEMBL2006439	1327730		SID103904197	327.81	4.4	66.48	0	Clc1cc(nc(NC2CCCCC2)n1)c3c[nH]c4ncccc34	9624637	Ki	>	3162.28	nM		pKi	<	5.5		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1989043	1310334	CHEMBL1989043	1310334		SID103904413	462.4	5.31	102.72	1	CN1CCN(CC1)c2ccc(Nc3nc(N)c(s3)C(=O)c4c(Cl)cccc4Cl)cc2	9624736	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2004311	1325602	CHEMBL2004311	1325602		SID103904278	385.46	4.46	70.23	0	Cc1cc(C)cc(NC(=O)Nc2ccc(c(C)c2)c3cccc4C(=O)NCc34)c1	9628336	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1970879	1292170	CHEMBL1970879	1292170		SID103905316	621.73	3.92	136.43	1	COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4nn(C5CCC(CC5)N6CCN(CC6)C(=O)C)c7ncnc(N)c47	9624712	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1971947	1293238	CHEMBL1971947	1293238		SID103904297	475.56	4.99	121.17	0	Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#Cc5cccnc5)c1	9620901	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1980246	1301537	CHEMBL1980246	1301537		SID103905083	293.32	2.5	96.95	0	NCc1cc(Nc2ncnc(n2)c3ccccc3)ccc1O	9632108	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1988717	1310008	CHEMBL1988717	1310008		SID103904289	492.46	3.22	115.16	0	Cn1cc(cn1)c2cnn3c(N)c(cnc23)c4ccc(NC(=O)Nc5cccc(c5)C(F)(F)F)cc4	9624562	Ki	=	1000	nM	6	pKi	=	6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1986855	1308146	CHEMBL1986855	1308146		SID103904233	348.37	4.04	62.83	0	COc1ccc(CNc2cc(cc(F)n2)c3c[nH]c4ncccc34)cc1	9632099	Ki	=	251.19	nM	6.6	pKi	=	6.6		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1998432	1319723	CHEMBL1998432	1319723		SID103904217	342.83	2.75	92.51	0	NC1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34	9624529	Ki	=	39.81	nM	7.4	pKi	=	7.4		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1986603	1307894	CHEMBL1986603	1307894		SID103905597	451.5	2.29	155.2	0	Cc1onc(NC(=O)CCNC(=O)Nc2nc(C)c(s2)c3ccc(cc3)n4cccn4)c1	9617102	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1965589	1286880	CHEMBL1965589	1286880		SID103904761	408.4	2.79	88.23	0	Cc1nccn2c(c3ccnc(NCC4(O)CC4)n3)c(nc12)c5ccc(F)cc5F	9628380	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1988692	1309983	CHEMBL1988692	1309983		SID103905397	268.31	2.04	69.28	0	CC(C)NC1=NNC(=O)C1=Cc2cc3ccccc3[nH]2	9620960	Ki	>	5011.87	nM		pKi	<	5.3		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1966524	1287815	CHEMBL1966524	1287815		SID103904752	400.5	3.58	105.06	0	NC(COc1cncc(c1)c2cc3ccncc3s2)Cc4c[nH]c5ccccc45	9628505	Ki	>	1584.89	nM		pKi	<	5.8		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1993335	1314626	CHEMBL1993335	1314626		SID103904862	345.17	3.95	46.5	0	Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4cc(F)ccc14	9620959	Ki	=	1995.26	nM	5.7	pKi	=	5.7		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1980178	1301469	CHEMBL1980178	1301469		SID103904230	384.86	2.77	95.59	0	CC(=O)NC1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34	9620760	Ki	=	1258.93	nM	5.9	pKi	=	5.9		active		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL483158	520053	CHEMBL483158	520053	ALISERTIB	SID103905632	518.92	5.95	105.93	2	COc1cccc(F)c1C2=NCc3cnc(Nc4ccc(C(=O)O)c(OC)c4)nc3c5ccc(Cl)cc25	9628410	Ki	>	3981.07	nM		pKi	<	5.4		inactive		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809190	CHEMBL1963742	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK3	7	PubChem BioAssays				Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
