CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,STANDARD_VALUE,STANDARD_UNITS,LogS,PUBLISHED_TYPE
CHEMBL1951909,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,1258900,nM,2.900008766,Solubility
CHEMBL2104888,O[C@H]([C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(=O)N4C[C@@H](O)[C@@H](O)C4,Solubility,436500,nM,3.360015752,Solubility
CHEMBL2031237,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cncs5)ccc4C,Solubility,537000,nM,3.270025714,Solubility
CHEMBL510101,COc1ccc(CNCc2ccc(cc2)c3cc(C(=O)N)c(NC(=O)N)s3)cc1,Solubility,11500,nM,4.93930216,Solubility
CHEMBL1081913,CC(C)(C)OC(=O)N1CCC(CC1)OCc2onc(n2)c3ccncc3,Solubility,269200,nM,3.569924944,Solubility
CHEMBL319165,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3ccccc3[nH]2,Solubility,12900,nM,4.88941029,Solubility
CHEMBL1778364,CC(C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,144500,nM,3.840132153,Solubility
CHEMBL371688,COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCN(C)CC4)cc(OC(C)C)c23)n1,Solubility,1000000,nM,3,Solubility
CHEMBL477772,CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,Solubility,5500,nM,5.259637311,Solubility
CHEMBL2086692,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(C)n4,Solubility,63100,nM,4.199970641,Solubility
CHEMBL1576801,Cc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(C)cc3,Solubility,4700,nM,5.327902142,Solubility
CHEMBL277499,Oc1cccc2c(O)cc(nc12)c3ccccc3,Solubility,41700,nM,4.379863945,Solubility
CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4,Solubility,218800,nM,3.659952682,Solubility
CHEMBL1499127,Clc1ccc(cc1)S(=O)(=O)c2snnc2C(=O)N3CCOCC3,Solubility,17000,nM,4.769551079,Solubility
CHEMBL1796280,Cc1ccc(Oc2ccc(cc2)C(=O)NCc3ccccc3)cc1,Solubility,20400,nM,4.690369833,Solubility
CHEMBL269538,COc1ccc2c(c1)[nH]c3c(C)nccc23,Solubility,55000,nM,4.259637311,Solubility
CHEMBL179877,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N,Solubility,89100,nM,4.050122296,Solubility
CHEMBL327027,c1ccc(cc1)c2c[nH]c(n2)c3ccccc3,Solubility,151400,nM,3.819874125,Solubility
CHEMBL1809223,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(ccn34)N5CCCC5)N6CCN(CC6)C(=O)C,Solubility,1400,nM,5.853871964,Solubility
CHEMBL1270772,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4CCOc34)n2)c1,Solubility,44700,nM,4.349692477,Solubility
CHEMBL214798,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(C)CC4,Solubility,123000,nM,3.910094889,Solubility
CHEMBL2147317,COc1cnc(cn1)c2cccc(F)c2C(F)(F)CNC(=O)c3ccc(COCC(F)(F)F)nc3,Solubility,58900,nM,4.229884705,Solubility
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Solubility,141300,nM,3.849857838,Solubility
CHEMBL1306071,COc1ccc(Cl)cc1NC(=O)Nc2cnccn2,Solubility,700,nM,6.15490196,Solubility
CHEMBL573287,COc1ccc(Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2)cc1,Solubility,1300,nM,5.886056648,Solubility
CHEMBL1809046,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C5CCNCC5,Solubility,44700,nM,4.349692477,Solubility
CHEMBL1809052,COc1cc(OC2CNC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,Solubility,81300,nM,4.089909454,Solubility
CHEMBL1372620,Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3c(C)cc(C)cc3C,Solubility,9300,nM,5.031517051,Solubility
CHEMBL232433,C[S+]([O-])CCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,11500,nM,4.93930216,Solubility
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,Solubility,10500,nM,4.978810701,Solubility
CHEMBL1078499,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOCC3)c4ccc(nc4n2)c5ccccc5,Solubility,1800,nM,5.744727495,Solubility
CHEMBL476518,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N(C)C)n2,Solubility,100000,nM,4,Solubility
CHEMBL391379,Clc1ccc(COc2ccc(Br)cc2CN3CCOCC3)cc1,Solubility,4800,nM,5.318758763,Solubility
CHEMBL324875,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,Solubility,371500,nM,3.430041182,Solubility
CHEMBL1718768,CCn1c(SCC(=O)Nc2c(cnn2c3ccccc3)C#N)nnc1c4cccs4,Solubility,14100,nM,4.850780887,Solubility
CHEMBL488257,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C4CCCC4)cc1,Solubility,24500,nM,4.610833916,Solubility
CHEMBL403594,CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,Solubility,1600,nM,5.795880017,Solubility
CHEMBL90846,O=C(Nc1nccs1)c2ccccc2,Solubility,416900,nM,3.379968105,Solubility
CHEMBL471579,CC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N,Solubility,38900,nM,4.410050399,Solubility
CHEMBL1796290,O=C(NCc1ccncc1)c2ccc(OCCc3ccccc3)cc2,Solubility,35500,nM,4.449771647,Solubility
CHEMBL453862,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N(C)C)ncc2F,Solubility,100000,nM,4,Solubility
CHEMBL296572,COc1cccc(c1)c2c[nH]c(n2)c3ccccc3,Solubility,36300,nM,4.440093375,Solubility
CHEMBL2178943,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(Cl)c2,Solubility,208900,nM,3.68006156,Solubility
CHEMBL2036594,COc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,Solubility,4600,nM,5.337242168,Solubility
CHEMBL232432,COCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,1900,nM,5.721246399,Solubility
CHEMBL2010843,CN(C1CCN(Cc2nc3CCCCc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,Solubility,9800,nM,5.008773924,Solubility
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,Solubility,74100,nM,4.130181792,Solubility
CHEMBL19224,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,Solubility,38000,nM,4.420216403,Solubility
CHEMBL1784338,Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1,Solubility,1096500,nM,2.959991364,Solubility
CHEMBL67,COc1ccc(\C=C/c2cc(OC)c(OC)c(OC)c2)cc1O,Solubility,144500,nM,3.840132153,Solubility
CHEMBL1672434,C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cc(Br)ccc2Br,Solubility,31600,nM,4.500312917,Solubility
CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,Solubility,5400,nM,5.26760624,Solubility
CHEMBL395733,OCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,Solubility,1100,nM,5.958607315,Solubility
CHEMBL2087085,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C5CC5,Solubility,14500,nM,4.838631998,Solubility
CHEMBL16,OC1=NC(=O)C(N1)(c2ccccc2)c3ccccc3,Solubility,79400,nM,4.100179498,Solubility
CHEMBL1333251,CC(=O)Nc1nc(cs1)c2cccs2,Solubility,100000,nM,4,Solubility
CHEMBL1721484,Cc1ccnc(NC(=O)CSc2ccccn2)c1,Solubility,436500,nM,3.360015752,Solubility
CHEMBL514384,COCCS(=O)(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,Solubility,14100,nM,4.850780887,Solubility
CHEMBL2177167,CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,Solubility,489800,nM,3.309981219,Solubility
CHEMBL1400083,CCn1c2ccccc2c3cc(NC(=O)c4cc(C)on4)ccc13,Solubility,2500,nM,5.602059991,Solubility
CHEMBL476993,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)ncc2F,Solubility,158500,nM,3.799970733,Solubility
CHEMBL1778355,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2OC)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,588800,nM,3.230032199,Solubility
CHEMBL1684984,CS(=O)(=O)N1CCc2c1nc(nc2c3cnc(N)nc3)N4CCOCC4,Solubility,1700,nM,5.769551079,Solubility
CHEMBL505661,O=C(Nc1ccccc1)Nc2cnns2,Solubility,177800,nM,3.750068243,Solubility
CHEMBL472210,CCN1C2=NC(=O)N(C)C(=O)C2=Cc3ccccc13,Solubility,323600,nM,3.489991487,Solubility
CHEMBL1323607,COc1ccc(NC(=O)c2onc(C)c2)cc1,Solubility,158500,nM,3.799970733,Solubility
CHEMBL28148,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC\C=C\CN4CCCC4,Solubility,758600,nM,3.119987162,Solubility
CHEMBL1079589,Nc1ncnc2sc(nc12)c3c(ncn3CC4CCCCC4)c5ccccc5,Solubility,10500,nM,4.978810701,Solubility
CHEMBL2144380,COc1ccc(cc1OC)c2csc(NC(=O)c3c(C)onc3C)n2,Solubility,2000,nM,5.698970004,Solubility
CHEMBL2153185,CCCSc1nc(Oc2ccc(CC(=O)O)cc2)ccc1C(=O)NC3CCCCC3,Solubility,549500,nM,3.260032303,Solubility
CHEMBL181913,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N,Solubility,645700,nM,3.189969214,Solubility
CHEMBL1809049,COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,Solubility,1700,nM,5.769551079,Solubility
CHEMBL551813,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O,Solubility,28800,nM,4.540607512,Solubility
CHEMBL404327,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cscn5)c3)c12)C(=O)N6CCOCC6,Solubility,151400,nM,3.819874125,Solubility
CHEMBL1707308,Brc1ccc(cc1)C(=O)Cn2cnc3ccccc23,Solubility,128800,nM,3.890084137,Solubility
CHEMBL495841,Nc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,Solubility,1300,nM,5.886056648,Solubility
CHEMBL31741,OC1=C(C(=O)Nc2cc(Cl)ccc12)c3cccc(Oc4ccccc4)c3,Solubility,2500,nM,5.602059991,Solubility
CHEMBL2023492,COc1ccc2c(Oc3ccc(CC(=O)Nc4cnn(C)c4)c(OC)c3)ccnc2c1,Solubility,1100,nM,5.958607315,Solubility
CHEMBL1413389,Fc1cccc(Cl)c1CSCCNC(=O)Nc2ccccc2,Solubility,5100,nM,5.292429824,Solubility
CHEMBL387019,COc1cc2c(NC(=O)Nc3ccccc3Cl)ncnc2cc1OCC4CCN(C)CC4,Solubility,300,nM,6.522878745,Solubility
CHEMBL1645490,O=C1C=C(Nc2ccccc12)c3cccnc3,Solubility,1349000,nM,2.86998805,Solubility
CHEMBL1809195,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,Solubility,5000,nM,5.301029996,Solubility
CHEMBL33899,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,Solubility,3300,nM,5.48148606,Solubility
CHEMBL1778365,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,436500,nM,3.360015752,Solubility
CHEMBL2010842,CN(C1CCN(Cc2nc3cc(F)ccc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,Solubility,1500,nM,5.823908741,Solubility
CHEMBL401193,CN(C)C(=O)CN1CCN(CCc2c([nH]c3sc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6)CC1,Solubility,100000,nM,4,Solubility
CHEMBL458547,COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3c(C)nc(C)n3C)cc1,Solubility,218800,nM,3.659952682,Solubility
CHEMBL458997,CNC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCOCC4)ncc2Cl,Solubility,400,nM,6.397940009,Solubility
CHEMBL1064,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,Solubility,2500,nM,5.602059991,Solubility
CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,Solubility,3000,nM,5.522878745,Solubility
CHEMBL1082152,Cn1cc(C2=C(C(=O)NC2=O)c3cccc(NCC(O)CO)c3)c4cc(F)ccc14,Solubility,4400,nM,5.356547324,Solubility
CHEMBL2036778,CCN1CCC[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,Solubility,1047100,nM,2.98001184,Solubility
CHEMBL325486,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,Solubility,22900,nM,4.640164518,Solubility
CHEMBL1079590,CC(C)Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,Solubility,70800,nM,4.149966742,Solubility
CHEMBL99737,Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,Solubility,21900,nM,4.659555885,Solubility
CHEMBL1459582,Clc1ccc(cc1)c2cn3cccnc3n2,Solubility,20000,nM,4.698970004,Solubility
CHEMBL486504,COc1cc2CC[C@H](NC(=O)C)c3cc(O)ccc3c2c(OC)c1OC,Solubility,812800,nM,3.090016305,Solubility
CHEMBL1868497,Clc1ccc(cc1)C(=O)NCC(=O)c2ccc(Br)cc2,Solubility,500,nM,6.301029996,Solubility
CHEMBL452021,CN(C)CCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,Solubility,182000,nM,3.739928612,Solubility
CHEMBL157101,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,Solubility,6200,nM,5.207608311,Solubility
CHEMBL517534,O=C(Nc1nccs1)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4,Solubility,295100,nM,3.530030791,Solubility
CHEMBL1223244,C[S+]([O-])c1ccc(cc1)c2ccc3C(=CC4=NNC(=O)N4c3c2)C,Solubility,1900,nM,5.721246399,Solubility
CHEMBL2140153,O=C1OC(=Cc2ccccc12)c3ccccc3,Solubility,11500,nM,4.93930216,Solubility
CHEMBL485240,CCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,Solubility,138000,nM,3.860120914,Solubility
CHEMBL490512,O=C(CCc1ccccc1)c2ccccc2,Solubility,9800,nM,5.008773924,Solubility
CHEMBL183843,COc1ccc(cc1OC)C(=O)Nc2cccc(NC(=O)c3cccc(c3)N(C)C)c2,Solubility,1400,nM,5.853871964,Solubility
CHEMBL233033,CNC(=O)CCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,16200,nM,4.790484985,Solubility
CHEMBL384260,COc1cc(OC2CCN(C)CC2)c3c(Nc4cccc5OCOc45)ncnc3c1,Solubility,91200,nM,4.040005162,Solubility
CHEMBL104166,NCc1ccc(NC(=O)c2cc(Nc3ncccn3)c4cc(ccc4c2)C(=N)N)cc1,Solubility,151400,nM,3.819874125,Solubility
CHEMBL379601,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)CC(=O)N,Solubility,13200,nM,4.879426069,Solubility
CHEMBL1439795,O=S(=O)(N1CCOCC1)c2cccc(c2)c3cn4cccnc4n3,Solubility,39800,nM,4.400116928,Solubility
CHEMBL1770476,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4cnccc4[nH]3)c(C)c2c1,Solubility,10500,nM,4.978810701,Solubility
CHEMBL2158466,CCCSc1nc(NC)ccc1C(=O)N[C@@H]2C3CC4CC2C[C@@](O)(C4)C3,Solubility,46800,nM,4.329754147,Solubility
CHEMBL119385,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,Solubility,18600,nM,4.730487056,Solubility
CHEMBL1173055,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,Solubility,851100,nM,3.070019409,Solubility
CHEMBL2316589,CC(C)CC(C(=O)NCC(=O)CNS(=O)(=O)c1ccccn1)c2cccc(c2)c3ccccc3,Solubility,1200,nM,5.920818754,Solubility
CHEMBL365458,Oc1cccc2nc(cc(O)c12)c3ccccc3,Solubility,5000,nM,5.301029996,Solubility
CHEMBL399772,Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2CCN4CCN(CC(=O)N5CCOCC5)CC4)C(C)(C)C(=O)N6C7CCC6CC7,Solubility,87100,nM,4.059981845,Solubility
CHEMBL197714,CCN(C1CCN(CCC(c2ccccc2)c3ccc(C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,75900,nM,4.119758224,Solubility
CHEMBL385479,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCN4CCOCC4,Solubility,79400,nM,4.100179498,Solubility
CHEMBL419951,CC(C)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,Solubility,3800,nM,5.420216403,Solubility
CHEMBL1940310,CC(=O)N1CCC(CC1)NC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2,Solubility,645700,nM,3.189969214,Solubility
CHEMBL463978,CN1CCN(CC1)C(=O)Cc2csc(NS(=O)(=O)c3cccc(Cl)c3C)n2,Solubility,1096500,nM,2.959991364,Solubility
CHEMBL1940268,CCc1cc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)n[nH]1,Solubility,14500,nM,4.838631998,Solubility
CHEMBL234951,OC[C@H](O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,186200,nM,3.730020323,Solubility
CHEMBL61835,CS(=O)(=O)c1ccc(c[n+]1[O-])C(=O)Nc2ccc(F)cc2,Solubility,218800,nM,3.659952682,Solubility
CHEMBL1809191,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2,Solubility,8500,nM,5.070581074,Solubility
CHEMBL192316,CN1C(=O)C=C(c2cccc(Cl)c2)c3cc(ccc13)C(N)(c4ccc(Cl)cc4)c5cncn5C,Solubility,9500,nM,5.022276395,Solubility
CHEMBL2325726,CNC(=O)c1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,Solubility,46800,nM,4.329754147,Solubility
CHEMBL1475400,Oc1cc(OCc2ccccc2)ccn1,Solubility,1230300,nM,2.909988976,Solubility
CHEMBL322640,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,Solubility,63100,nM,4.199970641,Solubility
CHEMBL2036739,Clc1ccc(cc1)C2(CCCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5,Solubility,8700,nM,5.060480747,Solubility
CHEMBL256060,C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,Solubility,4900,nM,5.30980392,Solubility
CHEMBL363160,CCc1cccc(CC)c1NC(=O)N2Cc3[nH]nc(NC(=O)c4ccc(cc4)N5CCN(C)CC5)c3C2,Solubility,107200,nM,3.969805215,Solubility
CHEMBL413987,C[C@@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,Solubility,8900,nM,5.050609993,Solubility
CHEMBL382054,COc1cc2c(Nc3ncc(CNS(=O)(=O)c4cccc(F)c4)s3)ncnc2cc1OCCCN5CCC(CO)CC5,Solubility,302000,nM,3.519993057,Solubility
CHEMBL1778369,COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,776200,nM,3.110026362,Solubility
CHEMBL1834184,CCC(=O)N[C@H]1CC[C@H](C1)C(=O)N(C)c2ccc(cc2)c3oc4ccccc4n3,Solubility,45700,nM,4.3400838,Solubility
CHEMBL205133,Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,Solubility,162200,nM,3.78994915,Solubility
CHEMBL516601,COc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1OC,Solubility,6500,nM,5.187086643,Solubility
CHEMBL300791,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CCN(C)CC4,Solubility,64600,nM,4.189767482,Solubility
CHEMBL2153173,CCCSc1ncccc1C(=O)NC2CCCCC2,Solubility,81300,nM,4.089909454,Solubility
CHEMBL443809,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,Solubility,251200,nM,3.599980365,Solubility
CHEMBL205783,COc1cc(OC2CCOCC2)c3c(Nc4ccc(F)c(Cl)c4)ncnc3c1,Solubility,100,nM,7,Solubility
CHEMBL510436,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2,Solubility,131800,nM,3.88008459,Solubility
CHEMBL93215,COc1ccc(Br)c(C=O)c1O,Solubility,467700,nM,3.33003263,Solubility
CHEMBL760,Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,Solubility,5400,nM,5.26760624,Solubility
CHEMBL296419,COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,Solubility,5600,nM,5.251811973,Solubility
CHEMBL494505,CCC(=O)N1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F,Solubility,251200,nM,3.599980365,Solubility
CHEMBL465955,C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)C(C)(O)C(F)(F)F,Solubility,10700,nM,4.970616222,Solubility
CHEMBL1809062,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCO)CC5,Solubility,66100,nM,4.179798541,Solubility
CHEMBL1645495,O=C1C=C(Nc2cc(Cc3ccccc3)ccc12)c4cccnc4,Solubility,1700,nM,5.769551079,Solubility
CHEMBL515839,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CC4CCCO4)n2,Solubility,69200,nM,4.159893906,Solubility
CHEMBL1762157,CC1(C)N(Cc2ccnc(c2)N3CCOCC3)C(=O)N(C1=O)c4ccc(SC(F)(F)F)cc4,Solubility,3000,nM,5.522878745,Solubility
CHEMBL31733,COc1cc2ncc(C#N)c(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,Solubility,1400,nM,5.853871964,Solubility
CHEMBL570081,NC(=N)c1ccc2cc(ccc2c1)C(=O)Nc3ccc4OCOc4c3,Solubility,44700,nM,4.349692477,Solubility
CHEMBL362902,CN(C)CC(C)(C)COc1nccc(Nc2cc(NC(=O)c3ccnc(c3)N4CCOCC4)ccc2C)n1,Solubility,489800,nM,3.309981219,Solubility
CHEMBL1469049,CCOC(=O)Cc1csc(NC(=O)Nc2ccc(Cl)cc2)n1,Solubility,2600,nM,5.585026652,Solubility
CHEMBL73189,Cc1nc2ccccn2c1c3ccnc(Nc4cccc(Cl)c4)n3,Solubility,6500,nM,5.187086643,Solubility
CHEMBL1270671,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1,Solubility,5400,nM,5.26760624,Solubility
CHEMBL1809050,COc1cc(OC2CCNCC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,Solubility,30900,nM,4.510041521,Solubility
CHEMBL232830,CN(C)C(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,700,nM,6.15490196,Solubility
CHEMBL282308,CO[C@@]1(CCO[C@@H](C)C1)c2cc(F)cc(c2)S(=O)(=O)c3ccc(cc3)\C(=N\O)\C,Solubility,4700,nM,5.327902142,Solubility
CHEMBL207687,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(=O)N,Solubility,42700,nM,4.369572125,Solubility
CHEMBL211625,COc1ccc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)cc1OC,Solubility,57500,nM,4.240332155,Solubility
CHEMBL2325740,COCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,Solubility,52500,nM,4.279840697,Solubility
CHEMBL1824609,O=C(Nc1ccccc1)c2ccc(OCCCN3CCCC3)cc2OCc4cccnc4,Solubility,398100,nM,3.400007822,Solubility
CHEMBL2030451,CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)N4CCOCC4,Solubility,800,nM,6.096910013,Solubility
CHEMBL2086677,Cc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,Solubility,3700,nM,5.431798276,Solubility
CHEMBL372733,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)Cc4ccccc4)cc3)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,Solubility,2300,nM,5.638272164,Solubility
CHEMBL2079588,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c4ccoc24)ccn1,Solubility,300,nM,6.522878745,Solubility
CHEMBL46740,Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,Solubility,5200,nM,5.283996656,Solubility
CHEMBL2086682,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3c(F)cncc3F)cn2,Solubility,11500,nM,4.93930216,Solubility
